type,start_seconds,end_seconds
CommandExecution,34107.515,34479.681
CommandExecution,34479.756,34479.756
Reasoning,34484.389,34500.131
CommandExecution,34543.928,34546.41
Reasoning,34549.769,34561.569
CommandExecution,34564.576,34564.576
AgentMessage,34567.819,34570.589
AgentMessage,34579.149,34580.844
CommandExecution,34584.413,34584.414
ContextCompaction,34584.491,34790.155
CommandExecution,34796.444,34796.445
Reasoning,34799.039,34799.654
CommandExecution,34805.617,34805.617
CommandExecution,34805.638,34805.638
CommandExecution,34805.655,34805.656
Reasoning,34807.209,34813.534
AgentMessage,34813.537,34817.144
CommandExecution,34818.887,34818.887
CommandExecution,34824.105,34824.106
Reasoning,34829.239,34829.844
CommandExecution,34904.093,34904.094
Reasoning,34906.219,34906.814
Reasoning,34978.139,34979.654
CommandExecution,34971.478,34982.323
CommandExecution,34989.109,34989.109
CommandExecution,34997.982,34998.358
CommandExecution,34998.546,34999.299
Reasoning,35004.189,35005.5
AgentMessage,35005.559,35007.384
CommandExecution,35015.238,35015.239
CommandExecution,35015.311,35015.311
CommandExecution,35015.381,35015.381
Reasoning,35017.139,35018.569
CommandExecution,35034.357,35034.358
CommandExecution,35033.289,35034.482
Reasoning,35036.009,35036.78
CommandExecution,35047.884,35051.95
Reasoning,35051.964,35053.994
CommandExecution,35059.279,35059.279
CommandExecution,35059.339,35059.339
Reasoning,35061.679,35063.464
AgentMessage,35063.474,35065.334
CommandExecution,35080.403,35080.403
CommandExecution,35049.076,35081.224
Reasoning,35081.95,35083.08
CommandExecution,35088.631,35088.632
Reasoning,35090.634,35092.95
CommandExecution,35096.689,35096.689
CommandExecution,35087.559,35099.415
Reasoning,35098.735,35100.13
CommandExecution,35108.595,35108.595
Reasoning,35111.695,35113.019
AgentMessage,35113.024,35114.755
CommandExecution,35120.991,35120.991
Reasoning,35123.62,35124.255
CommandExecution,35131.766,35131.766
Reasoning,35133.755,35136.3
CommandExecution,34989.288,35158.769
Extension,35136.512,35166.514
CommandExecution,35172.217,35172.218
CommandExecution,35172.294,35172.295
CommandExecution,35179.345,35182.267
Reasoning,35182.318,35183.855
AgentMessage,35183.864,35185.235
McpToolCall,35189.949,35192.455
CommandExecution,35192.634,35192.933
Reasoning,35194.305,35195.91
CommandExecution,35199.176,35199.176
Reasoning,35202.53,35203.755
Extension,35204.063,35234.064
McpToolCall,35240.838,35241.095
CommandExecution,35241.274,35241.549
Reasoning,35252.883,35254.216
AgentMessage,35254.217,35255.83
CommandExecution,35261.521,35261.804
Reasoning,35263.769,35264.972
CommandExecution,35267.683,35267.683
CommandExecution,35250.35,35268.003
Reasoning,35269.22,35271.205
CommandExecution,35260.322,35275.904
Extension,35271.497,35301.498
CommandExecution,35307.631,35307.898
Reasoning,35310.016,35311.95
AgentMessage,35311.955,35314.135
CommandExecution,35316.38,35316.381
Reasoning,35318.38,35320.702
CommandExecution,35250.319,35322.764
CommandExecution,35326.774,35327.61
Reasoning,35330.61,35332.55
CommandExecution,35337.795,35338.153
Reasoning,35341.735,35345.84
CommandExecution,35350.368,35350.823
Reasoning,35352.604,35354.421
Extension,35354.767,35384.769
Reasoning,35386.981,35388.985
CommandExecution,35392.633,35393.279
Reasoning,35397.555,35398.347
AgentMessage,35398.35,35399.972
CommandExecution,35419.273,35421.333
Reasoning,35428.735,35430.38
CommandExecution,35435.353,35435.635
Reasoning,35437.72,35440.805
Extension,35441.207,35486.209
CommandExecution,35496.138,35496.139
Reasoning,35498.426,35501.142
AgentMessage,35501.15,35502.478
CommandExecution,35505.329,35505.329
Reasoning,35507.505,35510.561
Extension,35510.903,35555.904
CommandExecution,35565.603,35565.603
Reasoning,35567.31,35569.17
AgentMessage,35569.173,35570.879
Extension,35572.323,35617.324
CommandExecution,35624.222,35624.223
CommandExecution,35250.295,35624.495
Reasoning,35626.545,35629.596
Extension,35629.958,35674.959
CommandExecution,35681.842,35681.842
Reasoning,35683.42,35684.225
CommandExecution,35712.508,35713.584
Reasoning,35715.192,35716.271
AgentMessage,35721.955,35724.805
AgentMessage,35729.92,35731.663
CommandExecution,35737.236,35737.236
CommandExecution,35737.245,35737.246
CommandExecution,35737.254,35737.255
Reasoning,35742.025,35743.4
CommandExecution,35752.107,35752.108
CommandExecution,35752.108,35752.108
CommandExecution,35752.125,35752.125
Reasoning,35754.285,35759.98
CommandExecution,35760.928,35760.928
Reasoning,35763.905,35766.705
CommandExecution,35771.393,35771.393
Reasoning,35773.47,35780.421
AgentMessage,35780.425,35783.247
CommandExecution,35791.477,35791.478
CommandExecution,35790.418,35793.257
Reasoning,35794.301,35795.935
Reasoning,35855.02,35857.106
CommandExecution,35851.278,35878.585
CommandExecution,35888.754,35888.754
Reasoning,35891.225,35892.521
CommandExecution,35901.746,35901.746
Reasoning,35906.736,35909.926
Reasoning,35947.525,35950.871
CommandExecution,35955.575,35955.985
CommandExecution,35956.175,35956.948
Reasoning,35958.845,35959.452
CommandExecution,35943.927,35966.099
CommandExecution,35966.164,35966.164
Reasoning,35968.376,35970.051
AgentMessage,35970.06,35972.791
CommandExecution,35979.799,35979.799
Reasoning,35983.335,35987.155
CommandExecution,35997.332,35999.281
CommandExecution,35998.517,35999.607
Reasoning,36001.511,36009.706
Reasoning,36025.815,36028.375
CommandExecution,36031.272,36031.272
CommandExecution,36022.509,36031.665
Reasoning,36033.745,36035.716
AgentMessage,36035.725,36037.551
Reasoning,36037.554,36039.531
CommandExecution,36041.965,36041.966
Reasoning,36044.721,36047.891
Reasoning,36071.535,36072.895
CommandExecution,36068.475,36080.681
CommandExecution,36080.721,36080.722
Reasoning,36083.076,36092.701
Reasoning,36102.27,36105.92
CommandExecution,36109.427,36109.427
CommandExecution,36109.612,36109.721
Reasoning,36111.721,36118.325
AgentMessage,36118.33,36120.1
CommandExecution,36123.61,36123.611
Reasoning,36130.66,36132.406
CommandExecution,36099.265,36135.331
CommandExecution,35979.931,36153.894
Extension,36132.613,36162.614
CommandExecution,36170.569,36170.57
CommandExecution,36178.608,36190.992
Reasoning,36182.612,36193.62
CommandExecution,36179.79,36193.789
AgentMessage,36193.622,36194.637
CommandExecution,36209.703,36209.703
McpToolCall,36209.713,36210.431
Reasoning,36212.991,36222.061
Extension,36222.184,36252.185
McpToolCall,36259.504,36259.931
CommandExecution,36260.123,36260.431
Reasoning,36270.516,36280.346
Extension,36280.563,36310.565
AgentMessage,36313.481,36315.441
McpToolCall,36320.173,36320.566
CommandExecution,36320.825,36321.089
Reasoning,36334.456,36345.466
CommandExecution,36331.559,36347.573
CommandExecution,36348.026,36348.289
Reasoning,36350.211,36354.316
CommandExecution,36358.091,36358.091
Reasoning,36362.25,36366.26
CommandExecution,36368.601,36368.601
Reasoning,36370.646,36382.325
CommandExecution,36389.147,36389.462
Reasoning,36394.157,36400.366
AgentMessage,36400.38,36401.365
CommandExecution,36331.528,36409.722
Extension,36401.533,36446.534
CommandExecution,36451.153,36451.153
Reasoning,36453.576,36462.106
CommandExecution,36465.277,36465.277
Reasoning,36468.256,36481.156
AgentMessage,36481.159,36482.245
CommandExecution,36508.605,36509.9
Reasoning,36513.196,36521.811
CommandExecution,36523.377,36523.377
Reasoning,36530.108,36540.896
Extension,36541.053,36586.054
CommandExecution,36590.963,36590.963
Reasoning,36594.236,36604.857
AgentMessage,36604.866,36605.901
CommandExecution,36618.404,36619.838
Reasoning,36622.046,36627.521
Extension,36627.609,36672.611
CommandExecution,36676.954,36676.955
Reasoning,36679.181,36696.179
AgentMessage,36696.182,36696.968
CommandExecution,36331.502,36726.731
Extension,36697.357,36742.358
CommandExecution,36749.469,36749.469
Reasoning,36751.756,36759.116
CommandExecution,36797.213,36798.313
AgentMessage,36806.546,36808.911
Reasoning,36814.726,36817.946
AgentMessage,36817.955,36819.371
CommandExecution,36827.558,36827.559
CommandExecution,36827.592,36827.593
CommandExecution,36827.601,36827.601
Reasoning,36832.686,36848.556
Reasoning,36848.56,36864.586
Reasoning,36864.59,36879.166
CommandExecution,36880.271,36880.272
Reasoning,36882.991,36898.611
Reasoning,36898.614,36916.631
Reasoning,36916.634,36935.891
CommandExecution,36937.443,36937.443
Reasoning,36941.485,36959.306
Reasoning,36959.309,36965.466
AgentMessage,36965.468,36966.505
CommandExecution,36969.774,36969.774
Reasoning,36973.79,36990.941
Reasoning,36990.944,37008.44
Reasoning,37008.451,37011.231
CommandExecution,37091.58,37091.743
Reasoning,37096.18,37102.65
CommandExecution,37105.153,37105.321
Reasoning,37107.595,37123.35
CommandExecution,37181.026,37181.501
Reasoning,37184.52,37204.21
Reasoning,37204.213,37211.105
CommandExecution,37212.546,37212.547
Reasoning,37217.505,37235.895
Reasoning,37235.899,37250.525
CommandExecution,37251.525,37251.525
Reasoning,37254.58,37263.14
CommandExecution,37264.859,37264.86
Reasoning,37267.82,37271.635
AgentMessage,37271.638,37273.805
Reasoning,37273.807,37291.12
Reasoning,37291.123,37300.535
Reasoning,37399.474,37416.774
CommandExecution,37395.507,37417.058
Reasoning,37416.777,37431.371
CommandExecution,37433.273,37433.285
Reasoning,37440.759,37445.574
AgentMessage,37445.585,37446.365
CommandExecution,37471.658,37472.275
CommandExecution,37472.456,37473.656
Reasoning,37475.775,37487.88
CommandExecution,37492.069,37492.07
CommandExecution,37504.234,37505.243
Reasoning,37509.109,37527.794
CommandExecution,37503.048,37534.709
Reasoning,37527.797,37535.114
CommandExecution,37536.586,37536.587
Reasoning,37540.484,37541.684
AgentMessage,37541.687,37543.394
CommandExecution,37548.668,37548.669
Reasoning,37551.134,37552.389
CommandExecution,37547.576,37560.685
Extension,37552.742,37597.743
CommandExecution,37602.424,37602.424
Reasoning,37605.539,37621.11
Reasoning,37621.113,37632.174
AgentMessage,37632.177,37633.074
CommandExecution,37470.479,37642.892
Extension,37633.191,37678.192
CommandExecution,37684.18,37684.18
CommandExecution,37691.326,37694.569
Reasoning,37702.064,37720.394
Reasoning,37720.397,37733.525
CommandExecution,37737.074,37737.075
McpToolCall,37737.083,37737.614
Reasoning,37740.699,37759.044
Reasoning,37759.047,37776.084
Reasoning,37776.087,37796.309
Reasoning,37796.313,37809.465
CommandExecution,37827.074,37828.11
McpToolCall,37828.081,37828.665
Reasoning,37832.034,37833.42
AgentMessage,37833.426,37835.409
Reasoning,37845.692,37861.225
CommandExecution,37842.15,37861.629
Reasoning,37861.227,37878.339
Reasoning,37878.342,37896.124
Reasoning,37896.126,37902.424
CommandExecution,37842.125,37923.533
CommandExecution,37980.064,37990.342
Reasoning,37983.314,38001.603
CommandExecution,38003.934,38004.264
Reasoning,38008.164,38020.154
AgentMessage,38020.163,38021.779
CommandExecution,38053.961,38071.572
Reasoning,38057.862,38075.489
Reasoning,38075.491,38091.604
CommandExecution,38093.416,38093.416
Reasoning,38097.647,38115.069
Reasoning,38115.072,38126.765
CommandExecution,38132.611,38139.946
Reasoning,38138.078,38157.769
Reasoning,38157.772,38170.289
CommandExecution,38171.027,38171.027
Reasoning,38177.01,38193.9
Reasoning,38194.001,38212.33
AgentMessage,38212.333,38213.66
Reasoning,38234.71,38238.631
CommandExecution,38231.439,38239.48
CommandExecution,38242.036,38242.037
Reasoning,38247.934,38252.028
CommandExecution,37842.101,38257.391
CommandExecution,38257.458,38257.458
Reasoning,38262.123,38282.91
Reasoning,38282.914,38296.689
CommandExecution,38322.068,38323.141
AgentMessage,38331.328,38333.493
AgentMessage,38336.443,38338.308
CommandExecution,38345.414,38345.415
CommandExecution,38345.456,38345.456
Reasoning,38350.849,38369.769
Reasoning,38369.772,38386.549
Reasoning,38386.553,38404.258
Reasoning,38404.263,38420.834
Reasoning,38420.839,38440.184
Reasoning,38440.188,38457.484
Reasoning,38464.259,38469.193
CommandExecution,38473.65,38473.651
ContextCompaction,38474.363,38664.461
Reasoning,38668.993,38669.704
AgentMessage,38669.74,38671.098
CommandExecution,38673.777,38673.777
CommandExecution,38673.843,38673.843
Reasoning,38675.793,38677.408
CommandExecution,38685.079,38685.079
CommandExecution,38685.104,38685.105
CommandExecution,38685.242,38685.331
Reasoning,38687.229,38687.823
CommandExecution,38696.48,38696.541
Reasoning,38699.468,38700.313
CommandExecution,38710.42,38710.956
Reasoning,38712.954,38713.473
CommandExecution,38718.905,38719.165
AgentMessage,38721.493,38723.568
AgentMessage,38727.378,38729.102
CommandExecution,38732.403,38732.403
CommandExecution,38732.495,38732.495
CommandExecution,38740.565,38740.565
CommandExecution,38740.623,38740.623
Reasoning,38742.288,38743.493
CommandExecution,38750.613,38750.613
CommandExecution,38750.677,38750.678
Reasoning,38756.223,38756.918
CommandExecution,38762.269,38762.274
Reasoning,38782.404,38783.043
AgentMessage,38783.063,38786.063
CommandExecution,38791.469,38791.469
CommandExecution,38791.527,38791.528
Reasoning,38884.198,38886.303
Reasoning,38946.859,38949.474
CommandExecution,38941.68,38954.22
CommandExecution,38993.216,38993.216
Reasoning,39003.59,39005.253
CommandExecution,39011.072,39011.118
CommandExecution,39009.89,39011.647
Reasoning,39016.329,39017.7
AgentMessage,39017.708,39019.318
CommandExecution,39026.668,39031.359
Reasoning,39032.288,39033.174
CommandExecution,39025.488,39035.258
CommandExecution,39037.075,39037.075
Reasoning,39042.413,39042.899
Reasoning,39048.524,39054.138
CommandExecution,39073.791,39073.791
CommandExecution,39072.704,39074.361
Reasoning,39076.508,39077.449
CommandExecution,39087.157,39089.104
CommandExecution,39085.967,39090.592
Reasoning,39092.208,39094.288
CommandExecution,39103.019,39103.019
CommandExecution,39103.08,39103.62
Reasoning,39109.598,39110.763
CommandExecution,39113.188,39113.188
Reasoning,39116.348,39122.508
CommandExecution,39138.95,39138.95
Reasoning,39141.548,39144.908
CommandExecution,39137.74,39147.456
CommandExecution,39148.454,39148.454
Reasoning,39153.373,39162.249
CommandExecution,39185.762,39190.055
Reasoning,39197.353,39197.978
AgentMessage,39197.983,39201.043
CommandExecution,39210.742,39210.743
Reasoning,39217.413,39219.608
CommandExecution,39224.7,39224.7
CommandExecution,39224.774,39224.774
Reasoning,39230.328,39231.058
CommandExecution,39233.058,39233.059
Reasoning,39244.213,39245.798
CommandExecution,39210.928,39247.021
CommandExecution,39248.078,39248.078
Reasoning,39254.278,39262.088
CommandExecution,39103.056,39275.815
Reasoning,39274.324,39277.243
CommandExecution,39279.906,39279.906
CommandExecution,39270.33,39283.499
Reasoning,39284.628,39285.115
CommandExecution,39296.246,39300.971
McpToolCall,39297.254,39301.269
CommandExecution,39301.345,39301.345
Reasoning,39307.893,39311.813
CommandExecution,39318.75,39318.798
McpToolCall,39319.985,39320.339
CommandExecution,39318.977,39320.624
Reasoning,39325.633,39342.518
CommandExecution,39345.89,39346.222
Reasoning,39352.398,39357.578
CommandExecution,39379.118,39379.118
CommandExecution,39377.946,39379.48
Reasoning,39381.813,39383.298
AgentMessage,39383.308,39386.898
McpToolCall,39390.79,39391.158
CommandExecution,39391.231,39391.231
Reasoning,39397.488,39399.033
Reasoning,39409.728,39416.971
CommandExecution,39418.121,39418.122
CommandExecution,39405.892,39423.195
Reasoning,39420.803,39435.828
CommandExecution,39441.476,39441.476
CommandExecution,39441.659,39441.918
Reasoning,39445.078,39466.768
Reasoning,39466.778,39467.535
AgentMessage,39467.538,39469.857
CommandExecution,39405.866,39481.14
CommandExecution,39552.741,39558.495
Reasoning,39558.259,39580.969
CommandExecution,39585.12,39585.431
Reasoning,39588.675,39608.908
CommandExecution,39631.268,39631.268
CommandExecution,39630.198,39631.592
Reasoning,39635.853,39639.198
CommandExecution,39647.149,39647.149
CommandExecution,39647.261,39647.262
Reasoning,39674.928,39687.948
CommandExecution,39689.816,39689.816
Reasoning,39694.013,39710.251
CommandExecution,39715.723,39715.794
CommandExecution,39715.87,39715.87
Reasoning,39719.848,39721.204
CommandExecution,39726.502,39726.503
CommandExecution,39726.597,39726.597
Reasoning,39738.293,39738.928
CommandExecution,39741.287,39741.288
Reasoning,39744.498,39749.118
CommandExecution,39762.58,39762.58
Reasoning,39770.047,39773.603
AgentMessage,39773.618,39776.455
Reasoning,39776.457,39799.985
CommandExecution,39405.84,39805.789
Reasoning,39799.989,39821.493
CommandExecution,39825.756,39825.756
Reasoning,39827.768,39828.403
CommandExecution,39824.686,39830.454
CommandExecution,39833.461,39834.62
Reasoning,39836.943,39857.843
CommandExecution,39884.12,39884.12
Reasoning,39886.764,39907.103
AgentMessage,39907.11,39909.039
CommandExecution,39947.222,39948.897
Reasoning,39952.693,39956.883
CommandExecution,39959.606,39959.607
AgentMessage,39964.648,39966.848
Reasoning,39971.443,39973.273
AgentMessage,39973.283,39975.298
CommandExecution,39981.46,39981.461
CommandExecution,39981.577,39981.577
Reasoning,39985.803,40007.784
Reasoning,40007.788,40029.423
Reasoning,40029.426,40048.673
CommandExecution,40149.36,40162.133
Reasoning,40152.573,40172.103
CommandExecution,40215.044,40215.044
Reasoning,40219.838,40230.335
CommandExecution,40236.658,40236.737
Reasoning,40242.063,40242.993
AgentMessage,40243.013,40244.764
CommandExecution,40235.472,40247.362
CommandExecution,40253.797,40254.37
CommandExecution,40252.61,40257.577
Reasoning,40256.693,40259.668
CommandExecution,40265.831,40265.831
Reasoning,40269.234,40289.093
CommandExecution,40294.737,40294.738
CommandExecution,40293.674,40296.353
Reasoning,40298.843,40305.355
CommandExecution,40331.64,40333.63
Reasoning,40336.838,40361.009
Reasoning,40361.026,40382.163
Reasoning,40382.169,40402.253
Reasoning,40402.256,40415.894
CommandExecution,40420.378,40420.378
Reasoning,40425.053,40430.938
AgentMessage,40430.943,40433.603
CommandExecution,40419.179,40452.618
CommandExecution,40330.456,40502.474
CommandExecution,40515.744,40526.16
Reasoning,40520.508,40539.903
CommandExecution,40542.079,40542.079
Reasoning,40548.012,40550.428
CommandExecution,40556.482,40560.058
Reasoning,40561.433,40564.693
CommandExecution,40557.661,40571.416
CommandExecution,40574.852,40574.852
McpToolCall,40574.861,40575.533
Reasoning,40578.798,40600.458
Reasoning,40600.469,40610.47
CommandExecution,40628.046,40628.047
CommandExecution,40628.234,40629.303
Reasoning,40632.818,40654.573
CommandExecution,40662.287,40662.287
CommandExecution,40662.468,40662.852
Reasoning,40665.848,40666.408
CommandExecution,40673.459,40673.459
McpToolCall,40673.469,40674.08
Reasoning,40678.158,40679.079
CommandExecution,40689.771,40689.772
CommandExecution,40689.847,40705.75
Reasoning,40710.146,40728.671
Reasoning,40728.673,40737.493
CommandExecution,40753.068,40766.148
Reasoning,40758.632,40775.998
CommandExecution,40778.92,40779.276
Reasoning,40783.862,40787.307
CommandExecution,40794.252,40794.252
Reasoning,40799.469,40820.452
Reasoning,40820.457,40846.133
Reasoning,40846.136,40866.923
Reasoning,40866.927,40871.314
AgentMessage,40871.317,40874.16
CommandExecution,40877.118,40877.166
CommandExecution,40877.24,40877.24
Reasoning,40880.184,40881.438
CommandExecution,40895.985,40895.986
Reasoning,40898.792,40923.169
Reasoning,40923.178,40945.438
CommandExecution,40689.801,40959.901
Reasoning,40945.445,40967.343
Reasoning,40967.35,40984.053
CommandExecution,40988.937,40988.937
Reasoning,40995.232,41012.897
Reasoning,41012.9,41032.149
CommandExecution,41034.358,41034.358
Reasoning,41037.488,41044.278
CommandExecution,41056.024,41057.142
CommandExecution,41054.843,41066.496
Reasoning,41064.716,41086.548
CommandExecution,41094.167,41094.167
CommandExecution,40689.744,41097.56
Reasoning,41097.708,41118.652
Reasoning,41118.655,41138.318
Reasoning,41138.322,41161.178
Reasoning,41161.181,41179.562
Reasoning,41179.565,41202.063
Reasoning,41202.066,41202.581
CommandExecution,41203.935,41203.935
Reasoning,41207.717,41227.812
Reasoning,41227.815,41249.588
Reasoning,41249.591,41270.628
Reasoning,41270.63,41274.917
AgentMessage,41274.922,41276.187
CommandExecution,41281.782,41281.843
CommandExecution,41280.598,41288.604
Reasoning,41283.972,41307.482
Reasoning,41307.486,41326.882
Reasoning,41326.885,41329.307
CommandExecution,41331.57,41331.57
Reasoning,41335.507,41358.042
CommandExecution,41387.932,41387.932
Reasoning,41393.987,41415.362
CommandExecution,41453.532,41455.465
Reasoning,41459.137,41474.677
CommandExecution,41476.765,41476.765
AgentMessage,41481.697,41483.718
AgentMessage,41486.818,41488.457
CommandExecution,41491.027,41491.028
Reasoning,41494.682,41513.422
Reasoning,41513.425,41519.977
CommandExecution,41521.293,41521.293
Reasoning,41527.007,41544.642
Reasoning,41544.648,41566.257
Reasoning,41566.262,41569.162
Reasoning,41662.052,41667.577
CommandExecution,41658.42,41672.025
CommandExecution,41684.88,41684.939
ContextCompaction,41684.948,41869.225
Reasoning,41872.581,41873.207
AgentMessage,41873.216,41874.732
CommandExecution,41876.467,41876.468
Reasoning,41878.563,41880.042
CommandExecution,41886.678,41886.679
CommandExecution,41886.713,41886.713
CommandExecution,41886.73,41886.73
Reasoning,41889.771,41891.651
CommandExecution,41899.886,41900.496
CommandExecution,41900.55,41900.551
Reasoning,41903.251,41905.607
AgentMessage,41905.612,41908.332
CommandExecution,41911.122,41911.122
CommandExecution,41911.179,41911.18
Reasoning,41913.681,41915.927
Reasoning,41946.402,41947.521
CommandExecution,41953.409,41953.41
CommandExecution,41953.519,41953.525
CommandExecution,41943.102,41958.472
CommandExecution,41971.026,41971.026
Reasoning,41974.587,41975.176
CommandExecution,41969.967,41975.685
CommandExecution,41968.781,41979.541
CommandExecution,41979.599,41979.599
Reasoning,41982.026,41982.567
CommandExecution,41989.152,41989.185
Reasoning,41991.996,41992.732
AgentMessage,41992.737,41994.717
CommandExecution,42002.542,42003.375
Reasoning,42005.912,42006.521
CommandExecution,42023.259,42024.944
CommandExecution,42024.441,42025.014
Reasoning,42027.466,42028.651
CommandExecution,42035.081,42035.081
CommandExecution,42034.022,42035.61
Reasoning,42036.969,42037.516
CommandExecution,42046.631,42046.632
Reasoning,42050.737,42051.581
CommandExecution,42058.971,42060.084
Reasoning,42063.166,42064.087
CommandExecution,42078.726,42078.726
CommandExecution,42078.811,42078.812
Reasoning,42082.311,42082.887
AgentMessage,42082.891,42085.082
CommandExecution,42060.263,42091.577
CommandExecution,42093.989,42093.989
Reasoning,42096.311,42098.186
CommandExecution,42104.752,42104.753
CommandExecution,42104.769,42104.77
Reasoning,42107.736,42108.186
CommandExecution,42115.788,42115.788
CommandExecution,42115.893,42115.893
Reasoning,42118.13,42119.791
CommandExecution,42104.836,42121.139
McpToolCall,42124.816,42125.412
CommandExecution,42125.465,42125.466
Reasoning,42128.411,42129.986
CommandExecution,42137.829,42137.829
Reasoning,42139.306,42140.787
CommandExecution,42143.295,42143.295
Reasoning,42145.806,42149.367
CommandExecution,42165.066,42165.067
CommandExecution,42003.553,42177.208
Reasoning,42173.257,42177.977
CommandExecution,42181.358,42181.358
CommandExecution,42181.439,42181.439
CommandExecution,42187.522,42189.618
Reasoning,42192.601,42194.836
AgentMessage,42194.839,42196.387
CommandExecution,42204.508,42204.525
CommandExecution,42203.326,42205.41
Reasoning,42207.337,42209.991
McpToolCall,42213.326,42213.677
Reasoning,42217.841,42220.087
Extension,42220.409,42250.41
McpToolCall,42260.984,42261.297
CommandExecution,42261.479,42262.584
Reasoning,42278.408,42286.786
AgentMessage,42286.792,42288.292
CommandExecution,42275.87,42289.04
CommandExecution,42275.846,42294.001
CommandExecution,42298.7,42298.7
CommandExecution,42298.887,42299.205
Reasoning,42302.805,42310.146
CommandExecution,42313.115,42313.115
Reasoning,42316.291,42321.166
Extension,42321.485,42351.486
CommandExecution,42275.821,42357.853
CommandExecution,42358.264,42358.596
Reasoning,42361.011,42368.482
AgentMessage,42368.487,42370.586
CommandExecution,42380.877,42380.933
Reasoning,42383.491,42394.111
Extension,42394.459,42424.461
CommandExecution,42436.158,42436.461
Reasoning,42437.931,42440.101
Extension,42440.414,42470.415
Reasoning,42472.106,42474.666
AgentMessage,42474.671,42476.891
CommandExecution,42482.344,42482.393
Reasoning,42485.011,42496.271
Extension,42496.627,42526.629
Reasoning,42537.856,42540.546
AgentMessage,42540.549,42542.181
Reasoning,42542.183,42551.52
CommandExecution,42579.706,42579.706
Reasoning,42581.692,42584.391
Extension,42584.643,42614.645
CommandExecution,42619.698,42619.698
Reasoning,42627.316,42629.193
AgentMessage,42629.196,42630.791
Extension,42631.138,42661.139
CommandExecution,42665.211,42665.212
Reasoning,42667.445,42671.308
CommandExecution,42275.797,42687.65
Extension,42671.86,42701.861
CommandExecution,42706.144,42706.144
Reasoning,42708.705,42709.061
AgentMessage,42709.063,42710.637
CommandExecution,42735.658,42736.769
CommandExecution,42746.274,42746.275
Reasoning,42750.586,42751.991
AgentMessage,42752.011,42754.406
Reasoning,42759.067,42763.046
AgentMessage,42763.051,42764.241
CommandExecution,42766.592,42766.592
CommandExecution,42777.133,42777.133
CommandExecution,42777.208,42777.208
Reasoning,42780.911,42796.906
Reasoning,42796.91,42808.541
CommandExecution,42811.662,42811.663
Reasoning,42814.501,42825.211
AgentMessage,42825.214,42827.356
CommandExecution,42832.305,42832.306
Reasoning,42835.786,42851.281
Reasoning,42851.297,42856.756
CommandExecution,42859.877,42859.877
Reasoning,42862.001,42862.561
CommandExecution,42867.126,42867.126
Reasoning,42870.931,42872.476
Reasoning,42930.041,42949.661
CommandExecution,42950.752,42950.752
Reasoning,42954.306,42957.446
CommandExecution,42987.483,42987.483
Reasoning,42991.752,43008.777
Reasoning,43008.78,43013.111
AgentMessage,43013.114,43014.796
CommandExecution,43015.861,43015.861
Reasoning,43020.121,43031.307
CommandExecution,43060.812,43061.924
Reasoning,43064.962,43066.187
CommandExecution,43072.872,43072.873
Reasoning,43074.877,43080.327
AgentMessage,43080.33,43081.927
Reasoning,43085.867,43101.428
AgentMessage,43101.43,43103.299
CommandExecution,43114.439,43114.439
Reasoning,43123.532,43125.982
CommandExecution,43128.052,43128.053
Reasoning,43131.338,43148.26
CommandExecution,43153.961,43153.962
Extension,43158.395,43208.396
CommandExecution,43216.651,43216.651
Reasoning,43220.493,43221.823
AgentMessage,43221.826,43223.473
Extension,43223.775,43273.777
CommandExecution,43287.72,43287.72
Reasoning,43290.963,43291.768
AgentMessage,43291.778,43293.508
Extension,43293.881,43343.883
CommandExecution,43352.778,43352.779
Reasoning,43355.623,43356.674
AgentMessage,43356.679,43358.244
Extension,43358.572,43408.572
CommandExecution,43415.818,43415.818
Reasoning,43418.809,43421.667
AgentMessage,43421.669,43423.619
Extension,43423.952,43473.953
CommandExecution,43481.028,43481.028
Reasoning,43483.271,43488.271
AgentMessage,43488.284,43489.934
Extension,43490.274,43540.275
CommandExecution,43555.078,43555.078
Reasoning,43558.139,43559.58
AgentMessage,43559.584,43561.359
Reasoning,43564.82,43580.06
AgentMessage,43580.063,43581.314
CommandExecution,43583.128,43583.128
CommandExecution,43587.054,43587.054
Reasoning,43591.309,43609.595
Reasoning,43609.598,43625.695
Reasoning,43625.698,43635.505
CommandExecution,43636.61,43636.611
Reasoning,43639.06,43658.13
Reasoning,43658.134,43662.71
CommandExecution,43664.493,43664.494
Reasoning,43666.675,43684.685
Reasoning,43684.688,43694.075
AgentMessage,43694.078,43695.46
Reasoning,43765.42,43775.575
CommandExecution,43791.778,43801.684
Reasoning,43795.255,43813.775
CommandExecution,43815.093,43815.093
Reasoning,43818.385,43820.861
AgentMessage,43820.864,43823.171
CommandExecution,43860.231,43862.301
Reasoning,43864.695,43873.815
CommandExecution,43910.235,43910.236
Reasoning,43914.505,43928.805
CommandExecution,43932.023,43932.024
Reasoning,43934.361,43944.723
CommandExecution,43930.93,43946.338
CommandExecution,43946.516,43946.596
Reasoning,43950.275,43952.784
AgentMessage,43952.787,43954.842
CommandExecution,43965.355,43965.355
CommandExecution,43965.474,43971.911
CommandExecution,43965.45,43977.229
Reasoning,43971.575,43987.376
CommandExecution,43996.608,43996.608
Reasoning,44002.721,44006.006
CommandExecution,44012.039,44027.525
Reasoning,44018.285,44037.141
